,city,day,convrate,avspend,visits,Gsearchprod,online_purchases,sales
1017,Milan,2019-09-19,0.486,58.51,37111,9772,18035.946,1055283.20046
1018,Rome,2019-09-19,0.6859999999999999,27.71,16853,5348,11561.158,320359.68818
1019,Naples,2019-09-19,0.745,22.92,26248,1313,19554.76,448195.0992
1020,Milan,2019-09-20,0.489,60.74,36798,9938,17994.221999999998,1092969.0442799998
1021,Rome,2019-09-20,0.429,47.11,17000,5441,7293.0,343573.23
1022,Naples,2019-09-20,0.745,22.01,26403,1352,19670.235,432941.87235
1023,Milan,2019-09-21,0.579,52.31,36892,9860,21360.467999999997,1117366.08108
1024,Rome,2019-09-21,0.562,36.36,16849,5250,9469.138,344297.85768
1025,Naples,2019-09-21,0.706,23.69,26557,1332,18749.242,444169.54297999997
1026,Milan,2019-09-22,0.501,59.07,37145,9925,18609.645,1099271.73015
1027,Rome,2019-09-22,0.5760000000000001,37.28,16972,5377,9775.872000000001,364444.5081600001
1028,Naples,2019-09-22,0.743,23.64,26882,1412,19973.326,472169.42664
1029,Milan,2019-09-23,0.5489999999999999,57.88,37310,9899,20483.19,1185567.0372
1030,Rome,2019-09-23,0.42100000000000004,49.58,16982,5450,7149.4220000000005,354468.34276
1031,Naples,2019-09-23,0.7390000000000001,21.66,27124,1457,20044.636000000002,434166.81576
1032,Milan,2019-09-24,0.465,62.47,37173,9841,17285.445,1079821.74915
1033,Rome,2019-09-24,0.35700000000000004,59.08,16983,5466,6062.9310000000005,358197.96348000003
1034,Naples,2019-09-24,0.6409999999999999,23.93,27090,1384,17364.69,415537.0317
1035,Milan,2019-09-25,0.735,39.87,37263,9888,27388.305,1091971.7203499998
1036,Rome,2019-09-25,0.39299999999999996,54.76,17019,5494,6688.467,366260.45291999995
1037,Naples,2019-09-25,0.534,29.48,26783,1189,14302.122000000001,421626.55656000006
1038,Milan,2019-09-26,0.71,42.01,37210,9793,26419.1,1109866.3909999998
1039,Rome,2019-09-26,0.5770000000000001,36.11,17199,5569,9923.823,358349.24853
1040,Naples,2019-09-26,0.674,24.44,26877,1329,18115.098,442732.9951200001
1041,Milan,2019-09-27,0.674,46.96,37228,9849,25091.672000000002,1178304.91712
1042,Rome,2019-09-27,0.48700000000000004,44.93,16888,5442,8224.456,369524.80808
1043,Naples,2019-09-27,0.575,26.03,27079,1401,15570.425,405298.16275
1044,Milan,2019-09-28,0.426,75.86,37040,9826,15779.039999999999,1196997.9744
1045,Rome,2019-09-28,0.602,32.2,17133,5440,10314.065999999999,332112.9252
1046,Naples,2019-09-28,0.434,36.48,27023,1426,11727.982,427836.78335999994
1047,Milan,2019-09-29,0.38299999999999995,80.84,37103,9802,14210.448999999999,1148772.69716
1048,Rome,2019-09-29,0.536,38.36,16969,5428,9095.384,348898.93024
1049,Naples,2019-09-29,0.35100000000000003,46.15,27225,1405,9555.975,441008.24625
1050,Milan,2019-09-30,0.502,59.88,37126,9839,18637.252,1115998.6497600002
1051,Rome,2019-09-30,0.573,34.66,17071,5554,9781.682999999999,339033.1327799999
1052,Naples,2019-09-30,0.44799999999999995,35.88,27458,1472,12301.184,441366.48192
1053,Milan,2019-10-01,0.57,55.4,37183,9881,21194.309999999998,1174164.7739999997
1054,Rome,2019-10-01,0.639,28.84,16953,5511,10832.967,312422.76828
1055,Naples,2019-10-01,0.41200000000000003,39.78,26978,1280,11114.936000000002,442152.15408000007
1056,Milan,2019-10-02,0.6890000000000001,44.41,37274,9889,25681.786000000004,1140528.11626
1057,Rome,2019-10-02,0.38799999999999996,54.93,16930,5477,6568.839999999999,360826.38119999995
1058,Naples,2019-10-02,0.7190000000000001,21.72,27186,1421,19546.734000000004,424555.0624800001
1059,Milan,2019-10-03,0.746,38.04,37364,9834,27873.543999999998,1060309.6137599999
1060,Rome,2019-10-03,0.521,39.1,16848,5507,8777.808,343212.29280000005
1061,Naples,2019-10-03,0.389,48.28,27018,1426,10510.002,507422.89656
1062,Milan,2019-10-04,0.381,76.91,37279,9817,14203.299,1092375.72609
1063,Rome,2019-10-04,0.39299999999999996,51.09,17096,5555,6718.727999999999,343259.81351999997
1064,Naples,2019-10-04,0.696,22.06,27200,1418,18931.199999999997,417622.27199999994
1065,Milan,2019-10-05,0.63,48.84,37111,9841,23379.93,1141875.7812
1066,Rome,2019-10-05,0.41200000000000003,50.31,16825,5483,6931.900000000001,348743.889
1067,Naples,2019-10-05,0.703,23.89,26866,1305,18886.798,451205.60422
1068,Milan,2019-10-06,0.721,41.15,37202,9827,26822.642,1103751.7183
1069,Rome,2019-10-06,0.5479999999999999,35.41,16893,5489,9257.364,327803.2592399999
1070,Naples,2019-10-06,0.5479999999999999,28.41,26899,1301,14740.651999999998,418781.92331999994
1071,Milan,2019-10-07,0.39,78.1,37206,9940,14510.34,1133257.554
1072,Rome,2019-10-07,0.713,29.85,16585,5350,11825.105,352979.38425
1073,Naples,2019-10-07,0.426,42.61,26973,1289,11490.498,489610.11977999995
1074,Milan,2019-10-08,0.531,57.79,37219,9887,19763.289,1142120.47131
1075,Rome,2019-10-08,0.635,29.8,16935,5650,10753.725,320461.005
1076,Naples,2019-10-08,0.373,43.45,26676,1316,9950.148,432333.9306
1077,Milan,2019-10-09,0.489,59.76,37253,9771,18216.717,1088631.00792
1078,Rome,2019-10-09,0.705,29.64,17116,5583,12066.779999999999,357659.35919999995
1079,Naples,2019-10-09,0.387,39.69,26820,1317,10379.34,411956.0046
1080,Milan,2019-10-10,0.589,51.22,37118,9850,21862.502,1119797.35244
1081,Rome,2019-10-10,0.42200000000000004,48.77,16828,5453,7101.416000000001,346336.05832000007
1082,Naples,2019-10-10,0.375,45.64,26728,1394,10023.0,457449.72000000003
1083,Milan,2019-10-11,0.523,57.71,37188,9962,19449.324,1122420.48804
1084,Rome,2019-10-11,0.519,38.96,16777,5375,8707.263,339234.96648000006
1085,Naples,2019-10-11,0.43,36.99,26934,1371,11581.619999999999,428404.1238
1086,Milan,2019-10-12,0.373,79.93,37333,9844,13925.209,1113041.95537
1087,Rome,2019-10-12,0.536,38.09,17019,5397,9122.184000000001,347463.9885600001
1088,Naples,2019-10-12,0.45399999999999996,34.22,26982,1358,12249.828,419189.11416
1089,Milan,2019-10-13,0.451,69.28,37605,9916,16959.855,1174978.7544
1090,Rome,2019-10-13,0.379,57.2,16979,5529,6435.041,368084.34520000004
1091,Naples,2019-10-13,0.483,32.01,27323,1533,13197.009,422436.25808999996
1092,Milan,2019-10-14,0.53,58.19,37574,9955,19914.22,1158808.4618
1093,Rome,2019-10-14,0.6659999999999999,33.56,17182,5381,11443.212,384034.19472
1094,Naples,2019-10-14,0.428,38.77,27240,1320,11658.72,452008.5744
1095,Milan,2019-10-15,0.742,40.4,37300,9850,27676.6,1118134.64
1096,Rome,2019-10-15,0.5770000000000001,36.64,17293,5466,9978.061000000002,365596.15504000004
1097,Naples,2019-10-15,0.745,22.71,27401,1515,20413.745,463596.14895
1098,Milan,2019-10-16,0.504,57.94,37253,9848,18775.512,1087853.1652799998
1099,Rome,2019-10-16,0.5379999999999999,38.97,17301,5677,9307.937999999998,362730.3438599999
1100,Naples,2019-10-16,0.467,36.43,27129,1266,12669.243,461540.52249
1101,Milan,2019-10-17,0.502,61.65,37289,9947,18719.078,1154031.1587
1102,Rome,2019-10-17,0.525,36.94,17064,5396,8958.6,330930.684
1103,Naples,2019-10-17,0.631,24.77,27206,1426,17166.986,425226.24322
1104,Milan,2019-10-18,0.68,43.01,37168,9850,25274.24,1087045.0624
1105,Rome,2019-10-18,0.41,51.57,17104,5578,7012.639999999999,361641.84479999996
1106,Naples,2019-10-18,0.36200000000000004,46.95,27223,1488,9854.726,462679.38570000004
1107,Milan,2019-10-19,0.40399999999999997,76.14,37370,9958,15097.48,1149522.1272
1108,Rome,2019-10-19,0.49,39.51,17195,5574,8425.55,332893.48049999995
1109,Naples,2019-10-19,0.462,36.02,27132,1401,12534.984,451510.1236800001
1110,Milan,2019-10-20,0.7240000000000001,41.22,37545,9908,27182.58,1120465.9476
1111,Rome,2019-10-20,0.531,36.78,17261,5599,9165.591,337110.43698
1112,Naples,2019-10-20,0.6709999999999999,23.31,27408,1306,18390.767999999996,428688.8020799999
1113,Milan,2019-10-21,0.556,52.03,37431,9891,20811.636000000002,1082829.4210800002
1114,Rome,2019-10-21,0.67,32.45,17084,5505,11446.28,371431.7860000001
1115,Naples,2019-10-21,0.746,24.47,27265,1284,20339.69,497712.21429999993
1116,Milan,2019-10-22,0.605,52.72,37478,9986,22674.19,1195383.2968
1117,Rome,2019-10-22,0.373,54.24,16872,5497,6293.256,341346.20544000005
1118,Naples,2019-10-22,0.5429999999999999,32.88,27028,1269,14676.203999999998,482553.58751999994
1119,Milan,2019-10-23,0.6559999999999999,46.65,37519,9952,24612.463999999996,1148171.4455999997
1120,Rome,2019-10-23,0.40399999999999997,49.76,16800,5450,6787.2,337731.072
1121,Naples,2019-10-23,0.608,26.22,26927,1364,16371.616,429263.77152
1122,Milan,2019-10-24,0.39299999999999996,76.23,37570,9962,14765.009999999998,1125536.7123
1123,Rome,2019-10-24,0.47,45.12,16969,5522,7975.429999999999,359851.4015999999
1124,Naples,2019-10-24,0.627,27.58,26834,1561,16824.918,464031.23844
1125,Milan,2019-10-25,0.5329999999999999,54.89,37412,9811,19940.595999999998,1094539.3144399999
1126,Rome,2019-10-25,0.358,61.19,17000,5501,6086.0,372402.33999999997
1127,Naples,2019-10-25,0.384,48.11,27110,1438,10410.24,500836.64639999997
1128,Milan,2019-10-26,0.6809999999999999,42.68,37107,9947,25269.867,1078517.92356
1129,Rome,2019-10-26,0.531,38.55,16761,5477,8900.091,343098.50805
1130,Naples,2019-10-26,0.405,35.99,27038,1397,10950.390000000001,394104.5361000001
1131,Milan,2019-10-27,0.45,68.33,37341,9922,16803.45,1148179.7385
1132,Rome,2019-10-27,0.5529999999999999,34.11,17246,5657,9537.037999999999,325308.36617999995
1133,Naples,2019-10-27,0.48200000000000004,35.03,27240,1580,13129.68,459932.6904
1134,Milan,2019-10-28,0.6629999999999999,46.91,37513,9963,24871.119,1166704.19229
1135,Rome,2019-10-28,0.562,33.88,17202,5535,9667.524000000001,327535.7131200001
1136,Naples,2019-10-28,0.545,28.94,27230,1319,14840.35,429479.72900000005
1137,Milan,2019-10-29,0.391,75.44,37532,9940,14675.012,1107082.90528
1138,Rome,2019-10-29,0.706,30.09,17259,5557,12184.854,366642.25685999996
1139,Naples,2019-10-29,0.6629999999999999,27.1,26983,1431,17889.729,484811.6559
1140,Milan,2019-10-30,0.63,48.69,37201,9987,23436.63,1141129.5147
1141,Rome,2019-10-30,0.42700000000000005,46.18,16969,5519,7245.763000000001,334609.33534000005
1142,Naples,2019-10-30,0.507,33.18,27179,1435,13779.753,457212.20454
1143,Milan,2019-10-31,0.35200000000000004,81.76,37472,9991,13190.144000000002,1078426.1734400003
1144,Rome,2019-10-31,0.691,31.09,16968,5534,11724.887999999999,364526.76791999995
1145,Naples,2019-10-31,0.599,29.34,26792,1310,16048.408,470860.29072
1146,Milan,2019-11-01,0.626,49.24,37121,9868,23237.746,1144226.61304
1147,Rome,2019-11-01,0.568,32.83,16854,5538,9573.071999999998,314283.95375999995
1148,Naples,2019-11-01,0.493,32.22,26770,1417,13197.61,425226.9942
1149,Milan,2019-11-02,0.46399999999999997,70.21,37131,9894,17228.784,1209632.9246399999
1150,Rome,2019-11-02,0.5670000000000001,39.91,17127,5542,9711.009000000002,387566.36919000006
1151,Naples,2019-11-02,0.685,22.68,26882,1542,18414.170000000002,417633.3756
1152,Milan,2019-11-03,0.664,46.34,37179,9927,24686.856,1143988.90704
1153,Rome,2019-11-03,0.5429999999999999,39.06,17329,5621,9409.646999999999,367540.81182
1154,Naples,2019-11-03,0.426,36.98,27271,1427,11617.446,429613.15307999996
1155,Milan,2019-11-04,0.436,71.95,37144,10005,16194.784,1165214.7088
1156,Rome,2019-11-04,0.48700000000000004,44.03,17211,5530,8381.757000000001,369048.76071000006
1157,Naples,2019-11-04,0.5870000000000001,25.12,27212,1346,15973.444000000001,401252.91328000004
1158,Milan,2019-11-05,0.38,79.42,37121,9847,14105.98,1120296.9316
1159,Rome,2019-11-05,0.688,28.39,17430,5661,11991.839999999998,340448.33759999997
1160,Naples,2019-11-05,0.612,27.19,27268,1499,16688.016,453747.15504
1161,Milan,2019-11-06,0.41,73.37,37262,9874,15277.419999999998,1120904.3054
1162,Rome,2019-11-06,0.541,37.41,17252,5551,9333.332,349159.95012
1163,Naples,2019-11-06,0.429,36.96,27246,1439,11688.534,432008.21664
1164,Milan,2019-11-07,0.406,73.55,37405,9876,15186.43,1116961.9265
1165,Rome,2019-11-07,0.7290000000000001,27.36,16957,5460,12361.653000000002,338214.82608
1166,Naples,2019-11-07,0.435,36.05,27575,1658,11995.125,432424.25625
1167,Milan,2019-11-08,0.591,50.36,37326,9935,22059.665999999997,1110924.7797599998
1168,Rome,2019-11-08,0.446,44.84,16848,5426,7514.2080000000005,336937.08672
1169,Naples,2019-11-08,0.36200000000000004,40.51,27417,1472,9924.954000000002,402059.88654000004
1170,Milan,2019-11-09,0.473,59.95,37235,9989,17612.155,1055848.69225
1171,Rome,2019-11-09,0.7070000000000001,27.72,16974,5561,12000.618,332657.13096
1172,Naples,2019-11-09,0.74,22.13,27745,1570,20531.3,454357.66899999994
1173,Milan,2019-11-10,0.5720000000000001,52.25,37266,9918,21316.152000000002,1113768.942
1174,Rome,2019-11-10,0.65,32.15,17369,5723,11289.85,362968.6775
1175,Naples,2019-11-10,0.531,32.5,28221,1429,14985.351,487023.90750000003
1176,Milan,2019-11-11,0.738,41.32,37296,10048,27524.448,1137310.19136
1177,Rome,2019-11-11,0.439,47.42,17257,5665,7575.823,359245.52666000003
1178,Naples,2019-11-11,0.39799999999999996,42.33,27861,1567,11088.678,469383.73974
1179,Milan,2019-11-12,0.527,53.73,37313,9860,19663.951,1056544.08723
1180,Rome,2019-11-12,0.389,53.7,17140,5550,6667.46,358042.602
1181,Naples,2019-11-12,0.41600000000000004,35.04,27537,1342,11455.392000000002,401396.93568000005
1182,Milan,2019-11-13,0.374,80.0,37486,9937,14019.764,1121581.1199999999
1183,Rome,2019-11-13,0.55,41.11,16873,5442,9280.150000000001,381506.96650000004
1184,Naples,2019-11-13,0.629,24.69,27492,1295,17292.468,426951.03492000006
1185,Milan,2019-11-14,0.525,59.49,37372,9919,19620.3,1167211.6469999999
1186,Rome,2019-11-14,0.648,34.01,17094,5566,11076.912,376725.77712
1187,Naples,2019-11-14,0.624,25.52,27889,1584,17402.736,444117.82272
1188,Milan,2019-11-15,0.674,43.92,37429,9965,25227.146,1107976.25232
1189,Rome,2019-11-15,0.40299999999999997,48.76,17138,5541,6906.614,336766.49863999995
1190,Naples,2019-11-15,0.405,39.87,27618,1525,11185.29,445957.5123
1191,Milan,2019-11-16,0.665,47.53,37444,9997,24900.260000000002,1183509.3578
1192,Rome,2019-11-16,0.486,38.02,16925,5511,8225.55,312735.411
1193,Naples,2019-11-16,0.585,28.22,27484,1538,16078.14,453725.11079999997
1194,Milan,2019-11-17,0.568,52.77,37569,9909,21339.192,1126069.16184
1195,Rome,2019-11-17,0.49,40.04,17173,5584,8414.77,336927.3908
1196,Naples,2019-11-17,0.718,19.24,27825,1359,19978.35,384383.45399999997
1197,Milan,2019-11-18,0.722,40.24,37450,10039,27038.899999999998,1088045.336
1198,Rome,2019-11-18,0.6509999999999999,30.63,17172,5579,11178.971999999998,342411.9123599999
1199,Naples,2019-11-18,0.43200000000000005,33.17,27904,1555,12054.528000000002,399848.6937600001
1200,Milan,2019-11-19,0.616,48.31,37336,9944,22998.976,1111080.53056
1201,Rome,2019-11-19,0.721,30.29,17104,5584,12331.984,373535.79536
1202,Naples,2019-11-19,0.369,47.09,27545,1321,10164.105,478627.70445
1203,Milan,2019-11-20,0.742,38.95,37413,9979,27760.446,1081269.3717
1204,Rome,2019-11-20,0.583,33.64,17133,5607,9988.538999999999,336014.45196
1205,Naples,2019-11-20,0.436,38.42,27601,1607,12034.036,462347.66312000004
1206,Milan,2019-11-21,0.599,48.31,37387,10040,22394.813,1081893.41603
1207,Rome,2019-11-21,0.408,50.13,17030,5600,6948.24,348315.2712
1208,Naples,2019-11-21,0.433,40.47,27572,1619,11938.676,483158.21771999996
1209,Milan,2019-11-22,0.561,53.81,37471,9942,21021.231000000003,1131152.4401100003
1210,Rome,2019-11-22,0.647,31.1,16904,5435,10936.888,340137.21680000005
1211,Naples,2019-11-22,0.377,42.39,27550,1433,10386.35,440277.3765
1212,Milan,2019-11-23,0.731,40.15,37506,9933,27416.886,1100787.9729
1213,Rome,2019-11-23,0.65,31.18,17022,5483,11064.300000000001,344984.874
1214,Naples,2019-11-23,0.41,39.53,27711,1526,11361.51,449120.4903
1215,Milan,2019-11-24,0.40700000000000003,71.52,37679,9963,15335.353000000001,1096784.44656
1216,Rome,2019-11-24,0.42,51.33,17162,5598,7208.04,369988.6932
1217,Naples,2019-11-24,0.6609999999999999,26.26,27841,1375,18402.900999999998,483260.18026
1218,Milan,2019-11-25,0.578,51.39,37822,10083,21861.115999999998,1123442.75124
1219,Rome,2019-11-25,0.354,60.09,17115,5620,6058.71,364067.8839
1220,Naples,2019-11-25,0.491,33.46,27664,1404,13583.024,454487.98304
1221,Milan,2019-11-26,0.42200000000000004,70.0,37472,9889,15813.184000000001,1106922.8800000001
1222,Rome,2019-11-26,0.541,39.03,17314,5690,9366.874,365589.09222
1223,Naples,2019-11-26,0.604,27.25,27558,1484,16645.032,453577.122
1224,Milan,2019-11-27,0.727,40.04,37649,10117,27370.823,1095927.7529199999
1225,Rome,2019-11-27,0.648,28.42,16950,5479,10983.6,312153.912
1226,Naples,2019-11-27,0.615,27.44,27578,1344,16960.47,465395.29680000007
1227,Milan,2019-11-28,0.527,54.67,37453,10024,19737.731,1079061.75377
1228,Rome,2019-11-28,0.595,32.24,16991,5663,10109.645,325934.9548
1229,Naples,2019-11-28,0.603,27.49,27649,1640,16672.346999999998,458322.8190299999
1230,Milan,2019-11-29,0.371,81.36,37366,10019,13862.786,1127876.26896
1231,Rome,2019-11-29,0.708,28.25,17085,5481,12096.179999999998,341717.08499999996
1232,Naples,2019-11-29,0.452,35.03,27477,1372,12419.604000000001,435058.72812000004
1233,Milan,2019-11-30,0.426,72.56,37479,10051,15966.054,1158496.87824
1234,Rome,2019-11-30,0.609,27.76,17176,5510,10460.184,290374.70784
1235,Naples,2019-11-30,0.466,33.8,27555,1535,12840.630000000001,434013.294
1236,Milan,2019-12-01,0.431,72.66,37696,10003,16246.976,1180505.27616
1237,Rome,2019-12-01,0.667,31.32,17458,5700,11644.486,364705.30152000004
1238,Naples,2019-12-01,0.596,27.06,27703,1531,16510.987999999998,446787.33527999994
1239,Milan,2019-12-02,0.564,55.43,37730,9973,21279.719999999998,1179534.8795999999
1240,Rome,2019-12-02,0.708,30.78,17542,5680,12419.735999999999,382279.47407999996
1241,Naples,2019-12-02,0.461,34.98,27715,1463,12776.615,446925.99269999994
1242,Milan,2019-12-03,0.41100000000000003,76.4,37855,10042,15558.405,1188662.1420000002
1243,Rome,2019-12-03,0.7040000000000001,32.69,17841,5632,12560.064000000002,410588.49216
1244,Naples,2019-12-03,0.48,37.8,27925,1542,13404.0,506671.19999999995
1245,Milan,2019-12-04,0.527,60.42,38018,10073,20035.486,1210544.06412
1246,Rome,2019-12-04,0.642,34.33,18006,5728,11559.852,396849.71916
1247,Naples,2019-12-04,0.39799999999999996,42.77,27813,1488,11069.573999999999,473445.67997999996
1248,Milan,2019-12-05,0.391,81.09,38033,10002,14870.903,1205881.5242700002
1249,Rome,2019-12-05,0.504,44.19,17597,5595,8868.888,391916.16072000004
1250,Naples,2019-12-05,0.679,27.43,27913,1650,18952.927,519878.78761
1251,Milan,2019-12-06,0.473,66.38,38030,10049,17988.19,1194056.0521999998
1252,Rome,2019-12-06,0.679,33.33,17716,5574,12029.164,400932.03612
1253,Naples,2019-12-06,0.685,25.0,27663,1381,18949.155000000002,473728.87500000006
1254,Milan,2019-12-07,0.741,43.18,38112,10020,28240.992,1219446.0345599998
1255,Rome,2019-12-07,0.519,39.75,17583,5601,9125.577000000001,362741.68575000006
1256,Naples,2019-12-07,0.677,24.78,27764,1593,18796.228000000003,465770.5298400001
1257,Milan,2019-12-08,0.583,52.72,38102,10037,22213.466,1171093.92752
1258,Rome,2019-12-08,0.6609999999999999,31.47,17752,5525,11734.071999999998,369271.24583999993
1259,Naples,2019-12-08,0.551,31.53,27807,1432,15321.657000000001,483091.84521000006
1260,Milan,2019-12-09,0.612,50.22,38186,10029,23369.832,1173632.9630399998
1261,Rome,2019-12-09,0.66,31.56,18052,5672,11914.32,376015.93919999996
1262,Naples,2019-12-09,0.535,34.27,27860,1576,14905.1,510797.77700000006
1263,Milan,2019-12-10,0.546,58.15,38095,9957,20799.870000000003,1209512.4405
1264,Rome,2019-12-10,0.525,39.9,17820,5503,9355.5,373284.45
1265,Naples,2019-12-10,0.466,35.18,27791,1483,12950.606000000002,455602.31908000004
1266,Milan,2019-12-11,0.639,49.0,37972,10180,24264.108,1188941.292
1267,Rome,2019-12-11,0.359,59.95,17909,5668,6429.331,385438.39345000003
1268,Naples,2019-12-11,0.5529999999999999,31.88,27902,1630,15429.805999999999,491902.21527999995
1269,Milan,2019-12-12,0.48200000000000004,69.47,38397,10224,18507.354000000003,1285705.88238
1270,Rome,2019-12-12,0.503,47.11,17991,5727,9049.473,426320.67303
1271,Naples,2019-12-12,0.64,25.86,28458,1878,18213.12,470991.28319999995
1272,Milan,2019-12-13,0.5539999999999999,57.2,38437,10218,21294.097999999998,1218022.4056
1273,Rome,2019-12-13,0.691,34.31,18270,5833,12624.57,433148.9967
1274,Naples,2019-12-13,0.662,28.38,28522,1672,18881.564000000002,535858.7863200001
1275,Milan,2019-12-14,0.6940000000000001,46.78,38805,10202,26930.670000000002,1259816.7426000002
1276,Rome,2019-12-14,0.573,41.61,18302,5846,10487.045999999998,436365.98405999993
1277,Naples,2019-12-14,0.7140000000000001,26.98,28697,1572,20489.658000000003,552810.9728400001
1278,Milan,2019-12-15,0.447,70.17,39073,10159,17465.631,1225563.32727
1279,Rome,2019-12-15,0.5720000000000001,38.41,18567,5816,10620.324,407926.64483999996
1280,Naples,2019-12-15,0.532,35.34,28856,1582,15351.392000000002,542518.1932800001
1281,Milan,2019-12-16,0.504,66.03,39224,10358,19768.896,1305340.20288
1282,Rome,2019-12-16,0.703,29.81,18597,5813,13073.690999999999,389726.72870999994
1283,Naples,2019-12-16,0.725,25.22,28870,1758,20930.75,527873.515
1284,Milan,2019-12-17,0.653,47.18,39117,10193,25543.401,1205137.65918
1285,Rome,2019-12-17,0.43799999999999994,50.94,18586,5844,8140.667999999999,414685.62791999994
1286,Naples,2019-12-17,0.513,37.4,29252,1729,15006.276,561234.7224
1287,Milan,2019-12-18,0.379,83.69,39008,10355,14784.032,1237275.63808
1288,Rome,2019-12-18,0.703,33.4,18744,5951,13177.032,440112.86879999994
1289,Naples,2019-12-18,0.674,27.05,29578,1819,19935.572,539257.2226
1290,Milan,2019-12-19,0.6,57.03,39059,10289,23435.399999999998,1336520.862
1291,Rome,2019-12-19,0.634,36.43,18626,5846,11808.884,430197.64412
1292,Naples,2019-12-19,0.695,26.85,29996,1968,20847.219999999998,559747.857
1293,Milan,2019-12-20,0.557,58.35,38943,10225,21691.251,1265684.49585
1294,Rome,2019-12-20,0.395,59.33,18625,5897,7356.875,436483.39375
1295,Naples,2019-12-20,0.457,37.49,30033,1800,13725.081,514553.28669000004
1296,Milan,2019-12-21,0.711,44.38,38921,10189,27672.831,1228120.23978
1297,Rome,2019-12-21,0.478,49.51,18340,5789,8766.52,434030.4052
1298,Naples,2019-12-21,0.643,29.21,29851,1806,19194.193,560662.3775299999
1299,Milan,2019-12-22,0.6809999999999999,49.35,39007,10258,26563.766999999996,1310921.9014499998
1300,Rome,2019-12-22,0.395,55.91,18471,5912,7296.045,407921.87594999996
1301,Naples,2019-12-22,0.555,33.35,30359,1997,16849.245000000003,561922.3207500001
1302,Milan,2019-12-23,0.6,52.58,39152,10357,23491.2,1235167.296
1303,Rome,2019-12-23,0.586,38.35,18470,5882,10823.42,415078.157
1304,Naples,2019-12-23,0.51,35.76,30320,1813,15463.2,552964.032
1305,Milan,2019-12-24,0.593,57.6,39087,10305,23178.591,1335086.8416000002
1306,Rome,2019-12-24,0.62,33.33,18478,5748,11456.36,381840.4788
1307,Naples,2019-12-24,0.647,25.25,30053,1795,19444.291,490968.34775
1308,Milan,2019-12-25,0.391,82.73,38731,10264,15143.821,1252848.31133
1309,Rome,2019-12-25,0.584,37.02,17998,5819,10510.831999999999,389111.00064
1310,Naples,2019-12-25,0.738,22.54,29847,1745,22027.086,496490.51843999996
1311,Milan,2019-12-26,0.376,80.48,38768,10382,14576.768,1173138.2886400002
1312,Rome,2019-12-26,0.66,29.66,18004,5783,11882.640000000001,352439.10240000003
1313,Naples,2019-12-26,0.67,22.91,29840,1704,19992.800000000003,458035.04800000007
1314,Milan,2019-12-27,0.506,66.32,38656,10367,19559.936,1297214.95552
1315,Rome,2019-12-27,0.545,39.19,18230,5785,9935.35,389366.3665
1316,Naples,2019-12-27,0.682,23.0,30065,1897,20504.33,471599.59
1317,Milan,2019-12-28,0.354,94.36,38336,10271,13570.944,1280554.27584
1318,Rome,2019-12-28,0.6809999999999999,31.18,17858,5649,12161.297999999999,379189.27163999993
1319,Naples,2019-12-28,0.623,27.95,29992,1745,18685.016,522246.1972
1320,Milan,2019-12-29,0.428,70.78,38510,10221,16482.28,1166615.7784
1321,Rome,2019-12-29,0.365,56.63,18216,5987,6648.84,376523.8092
1322,Naples,2019-12-29,0.35200000000000004,46.31,29592,1666,10416.384000000002,482382.7430400001
1323,Milan,2019-12-30,0.643,46.06,38576,10257,24804.368000000002,1142489.19008
1324,Rome,2019-12-30,0.66,31.53,18277,5904,12062.82,380340.7146
1325,Naples,2019-12-30,0.43700000000000006,39.65,29446,1665,12867.902000000002,510212.3143
1326,Milan,2019-12-31,0.72,42.33,38676,10246,27846.719999999998,1178751.6575999998
1327,Rome,2019-12-31,0.418,51.94,18184,5847,7600.911999999999,394791.3692799999
1328,Naples,2019-12-31,0.542,31.5,29437,1743,15954.854000000001,502577.901
1329,Milan,2020-01-01,0.41700000000000004,78.34,38182,10138,15921.894000000002,1247321.1759600001
1330,Rome,2020-01-01,0.408,51.56,17788,5695,7257.504,374196.90624000004
1331,Naples,2020-01-01,0.618,23.4,29316,1761,18117.288,423944.5392
1332,Milan,2020-01-02,0.54,57.7,38067,10054,20556.18,1186091.5860000001
1333,Rome,2020-01-02,0.5579999999999999,38.27,17571,5687,9804.617999999999,375222.73085999995
1334,Naples,2020-01-02,0.434,36.64,28980,1563,12577.32,460833.0048
1335,Milan,2020-01-03,0.568,52.72,37807,10030,21474.375999999997,1132129.1027199998
1336,Rome,2020-01-03,0.626,34.41,17421,5632,10905.546,375259.83785999997
1337,Naples,2020-01-03,0.7170000000000001,24.83,28601,1495,20506.917,509186.74911
1338,Milan,2020-01-04,0.5670000000000001,55.4,37747,10015,21402.549000000003,1185701.2146
1339,Rome,2020-01-04,0.7390000000000001,27.24,17546,5641,12966.494000000002,353207.29656000005
1340,Naples,2020-01-04,0.68,24.32,28134,1523,19131.120000000003,465268.83840000007
1341,Milan,2020-01-05,0.6659999999999999,47.35,38108,10186,25379.927999999996,1201739.5908
1342,Rome,2020-01-05,0.612,31.37,17561,5694,10747.332,337143.80484
1343,Naples,2020-01-05,0.5660000000000001,31.16,28216,1444,15970.256000000001,497633.17696
1344,Milan,2020-01-06,0.426,71.57,37796,10085,16101.096,1152355.4407199998
1345,Rome,2020-01-06,0.5489999999999999,37.62,17563,5592,9642.087,362735.31294
